Question;Persona type (e.g., buyer persona);Source author name;Source URL;Theme
Do they prefer baths or showers? Seriously – the answer says more about us than you might think.;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
What TV shows do they enjoy watching?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
What genre of movies do they like best?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
What genre of movies do they like least?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
What type of music do they enjoy listening to?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Who do they most look up to/admire? This could be somebody they know, or a celebrity.;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Do they enjoy reading?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
If yes, what do they tend to read?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Do they regularly go on vacations?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
If yes, where do they go? Do they usually go to the same place? Do they go abroad?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Also if yes, what do sort of vacations do they usually go on? Beach? City? Skiing? Cruise?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
If they don’t go on many vacations, why not? Does money hold them back or do they simply prefer staying at home?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Have they ever been backpacking?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
If yes, where did they go?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Also if yes, who did they go with?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
If no, do they ever want to go traveling?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
How often do they treat themselves?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Do they drink alcohol?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Do they smoke?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
If no to either of the above, are they an ex-drinker or smoker?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Are they introverted or extroverted? Or somewhere inbetween?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
How spontaneous are they?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Are they a risk taker?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Do they tend to break or follow rules?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Are they mostly optimistic or pessimistic? Or are they a realist?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Are they driven more by their right brain or their left brain? Are they more creative or more logically minded?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Do they adapt easily to change?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Are they independent or do they tend to follow the crowd?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Do they get jealous easily or are they easily pleased for others?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
Do they worry about what others think of them?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
How would their friends describe them?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
How would they describe themselves?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Life situation
What technical and demographic information do you have about your website visitors?;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Marketing Team
How do you currently market?;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Marketing Team
Describe marketing campaigns that have been the most successful.;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Marketing Team
Describe marketing campaigns that have failed.;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Marketing Team
Which blog posts have received the most traffic?;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Marketing Team
What are the most frequently asked questions from customers?;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Marketing Team
Which page on the website receives the most impressions?;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Marketing Team
What is the most frustrating part of your day?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Pain Point
What is the worst customer service experience you’ve ever had?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Pain Point
What regular activity do you find stressful?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Pain Point
What makes you nervous?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Pain Point
What is the fastest way for somebody to make you angry?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Pain Point
What is your least favorite part of your job?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Pain Point
What is the worst job you can imagine?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Pain Point
What purchase under XX dollars did you most regret?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Pain Point
What do you worry about?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Pain Point
What frustrates you the most about your job?;Buyer Persona;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Pain Point
What do you enjoy most?;Buyer Persona;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Pain Point
What types of customers do you typically meet?;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Sales Team
Why do different types of customers typically make a purchase?;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Sales Team
What reasons do customers cite for selecting your business over a competitor?;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Sales Team
What are the most common objections you hear?;User Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Sales Team
Were they popular at school?;Buyer Persona;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;School Life
What type of school did they attend? Public or private? Small or large? Was it a well-rated and respected school or a struggling school?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What were they like at school? Were they popular? A loner? Somewhere in between?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What “social group” (if any) did they fit into?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
How well did they do at school? Did they tend to fail, excel, or were they an average student?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
Did they get into much trouble at school?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What was their favorite subject?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What was their least-favorite subject?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What did they want to be when they were growing up?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
Did they go to college?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
If so, which one?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
Without wanting to repeat myself, which extra-curricular activities (if any) did they take part in at college?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
Did they join a sorority or fraternity?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What was their social life like at college?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What kinds of grades did they get?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
If they didn’t go to college, what stopped them? Cost? Grades? Or did college simply not fit with their goals?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
If they didn’t go to college, what did they do after high school? Get their first job? Go traveling? Nothing?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What is their current literacy level?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;School Life
What are your career goals?;Buyer Persona;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What are your responsibilities in that role?;Buyer Persona;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What industry (or industries) is the company a part of?;Buyer Persona;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What does success in your job look like to you?;Buyer Persona;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What are some of your biggest priorities when making decisions for the company?;Buyer Persona;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
What are the company’s short- and long-term objectives?;Buyer Persona;Carol Ann Tan;https://www.sprk-d.com/blog/21-essential-questions-to-ask-during-a-buyer-persona-interview;Working Life
How long have you been in your current position?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
What does a typical day look like for you?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
How much time do you spend at work and at home?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
What are the top questions asked by customers?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
What are the top questions asked by prospects?;Buyer Persona;Carly Ries;https://www.smartbugmedia.com/blog/55-questions-to-ask-when-developing-buyer-personas;Working Life
Take me back to the day when you first decided to explore your [product/service] options. What was going on in your life that made you think about making this purchase?;Buyer Persona;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
How did you hear about [your company]?;Buyer Persona;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
What initially attracted you to us?;Buyer Persona;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
What was your first impression of us?;Buyer Persona;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
Were you the main person doing research when you found us? If not, who was?;Buyer Persona;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
What 3 words would you have used to describe [your company] while you were comparing other companies? (If you don’t mind me asking, what words would you have used to describe the other companies you were evaluating?);Buyer Persona;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
What was your biggest concern or reservation (if any) about buying from us?;Buyer Persona;Kaitlyn Petro;https://www.impactbnd.com/blog/buyer-persona-questions-to-ask-in-your-persona-interviews;Working Life
Describe your career path.;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What is your job role? Your title?;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
How is your job measured?;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What does a typical day look like?;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What knowledge and which tools do you use in your job?;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What are you responsible for?;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What does it mean to be successful in your role?;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
How do you learn about new information for your job?;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
Which publications or blogs do you read?;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
Which associations and social networks do you participate in?;Buyer Persona;Lindsay Kolowich;https://blog.hubspot.com/marketing/buyer-persona-questions;Working Life
What are your general job objectives?;User Persona;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What kind of customer or user information do you need?;User Persona;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What analytics information are you currently using?;User Persona;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What kind of customer- or user-related questions are currently not answered using the available data?;User Persona;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
How would you use personas in your own work?;User Persona;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What information you find useful in a persona profile?;User Persona;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
(OPTIONAL: What information is missing from the shown persona profile?);User Persona;Qatar Computing Research Institute;https://persona.qcri.org/blog/how-to-create-personas-a-list-of-common-interview-questions/;Working Life
What was their first full-time job?;Buyer Persona;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
How did they end up where they are today?;Buyer Persona;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
Has their career track been traditional or did they switch from another industry?;Buyer Persona;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
How often you buy high ticket items?;Buyer Persona;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
How much are they worth?;Buyer Persona;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
Are they responsible for making purchasing decision in the household?;Buyer Persona;Jesse Ness;https://www.ecwid.com/blog/how-to-create-buyer-personas-for-an-ecommerce-store.html;Working Life
What’s important to them and what’s driving the change?;Buyer Persona;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What’s impeding or speeding their need to change?;Buyer Persona;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
How do they go about change?;Buyer Persona;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What do they need to know to embrace change?;Buyer Persona;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
Who do they turn to for advice or information?;Buyer Persona;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What’s the value they visualize once they make a decision?;Buyer Persona;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
Who do they have to sell change to in order to get it?;Buyer Persona;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What could cause the need for this change to lose priority?;Buyer Persona;Ardath Ablee;https://marketinginteractions.typepad.com/marketing_interactions/2013/02/personas-in-the-closet.html;Working Life
What is your job title?;Buyer Persona;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
What are your responsibilities?;Buyer Persona;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
What is a typical workday like for you?;Buyer Persona;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
How many years of experience do you have?;Buyer Persona;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
What is your professional background?;Buyer Persona;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
How do you measure success in your position?;Buyer Persona;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
To whom do you report? Who reports to you?;Buyer Persona;Mark Loehrke;https://www.clariantcreative.com/blog/creating-personas-interview-questions-to-get-you-started;Working Life
What was their first ever job (remember that this may overlap with school or college)?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What was their first ever full-time job?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What job are they currently doing?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
How long have they been in their current role?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Why did they choose this job? Were they head-hunted? Or perhaps the role is a stop-gap until they find something more suited to their skill set?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What are their key responsibilities?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
How much do they earn?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they feel their current salary offers fair compensation for the work they do?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they enjoy their job?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they like the people they work with?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they like their boss?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What, if anything, would they change about their current role?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
How do they see their role progressing? Will they be looking to move to another company or progress within their current firm?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Are they considering a career change?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
What is their dream job?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
Do they have any plans to pursue their dream job?;Buyer Persona;Sujan Patel;https://sujanpatel.com/marketing/150-buyer-persona-questions/;Working Life
